full_name,owner,html_url,stargazers_count,forks_count,watchers_count,contributors_count,language,size,LOC,first_commit_date,last_commit_date,commits_count,year,month,days,year,month,days,year,month,days,open_issues_count,closed_issues_count,issues_count,open_pulls_count,closed_pulls_count,Total PR,merged_pulls_count,% of open_pulls_count,% of Merged,archived
js-e2e-express-server,Microsoft Azure,https://github.com/Azure-Samples/js-e2e-express-server,32,1.473,15,7,JavaScript,669,3.868,11/01/2021,29/04/2024,29,3,3,18,3,7,8,0,3,21,0,45,45,0,42,42,12,"0,00%","28,57%",FALSE
js-e2e-web-app-easy-auth-app-to-app,Microsoft Azure,https://github.com/Azure-Samples/js-e2e-web-app-easy-auth-app-to-app,4,10,12,6,JavaScript,86,23.902,09/02/2023,17/04/2024,77,1,2,8,1,6,10,0,4,2,0,19,19,0,18,18,18,"0,00%","100,00%",FALSE
key-vault-dotnet-manage-key-vaults,Microsoft Azure,https://github.com/Azure-Samples/key-vault-dotnet-manage-key-vaults,53,78,24,11,C#,28.237,11.910,05/10/2016,17/01/2024,45,7,3,12,7,10,14,0,7,2,6,16,22,2,16,18,5,"11,11%","31,25%",FALSE
lake-formation-permissions-sync,Amazon AWS,https://github.com/aws-samples/lake-formation-permissions-sync,7,1,4,5,Python,3.826,66.598,10/01/2023,08/12/2023,19,0,10,28,1,7,9,0,8,11,3,3,6,0,2,2,2,"0,00%","100,00%",FALSE
lambda-extensions-workshop,Amazon AWS,https://github.com/aws-samples/lambda-extensions-workshop,3,2,6,6,JavaScript,488,53.275,23/06/2023,16/10/2023,78,0,3,23,1,1,27,0,10,3,0,23,23,0,23,23,23,"0,00%","100,00%",FALSE
lambdaedge-openidconnect-samples,Amazon AWS,https://github.com/aws-samples/lambdaedge-openidconnect-samples,59,17,5,9,JavaScript,2.131,34.241,28/07/2020,22/03/2024,107,3,7,23,4,0,22,0,4,28,12,57,69,4,44,48,39,"8,33%","88,64%",FALSE
llmops-gha-demo,Microsoft Azure,https://github.com/Azure-Samples/llmops-gha-demo,0,0,10,6,Python,831,8.233,23/08/2023,06/05/2024,64,0,8,13,0,11,27,0,3,13,0,0,0,0,0,0,0,-,-,FALSE
managed-disk-dotnet-convert-existing-virtual-machines-to-use-managed-disks,Microsoft Azure,https://github.com/Azure-Samples/managed-disk-dotnet-convert-existing-virtual-machines-to-use-managed-disks,0,3,22,9,C#,28.200,11.988,06/02/2017,17/01/2024,29,6,11,11,7,6,13,0,7,2,2,11,13,2,11,13,1,"15,38%","9,09%",FALSE
managed-disk-dotnet-create-virtual-machine-using-custom-image,Microsoft Azure,https://github.com/Azure-Samples/managed-disk-dotnet-create-virtual-machine-using-custom-image,4,3,22,10,C#,28.203,26.929,06/02/2017,17/01/2024,29,6,11,11,7,6,13,0,7,2,2,11,13,2,11,13,1,"15,38%","9,09%",FALSE
managed-disk-dotnet-create-virtual-machine-using-custom-image-from-VHD,Microsoft Azure,https://github.com/Azure-Samples/managed-disk-dotnet-create-virtual-machine-using-custom-image-from-VHD,1,3,22,10,C#,28.204,30.221,06/02/2017,17/01/2024,28,6,11,11,7,6,13,0,7,2,2,11,13,2,11,13,1,"15,38%","9,09%",FALSE
migration-effort-estimator,Amazon AWS,https://github.com/aws-samples/migration-effort-estimator,1,0,1,5,Python,1.924,16.481,01/07/2023,02/08/2024,23,1,1,1,1,1,18,0,0,17,1,3,4,1,3,4,2,"25,00%","66,67%",FALSE
MipSDK-File-Java-Basic,Microsoft Azure,https://github.com/Azure-Samples/MipSDK-File-Java-Basic,3,8,13,5,Java,124,24.161,21/08/2020,12/03/2024,41,3,6,20,3,11,29,0,5,7,9,9,18,2,8,10,8,"20,00%","100,00%",FALSE
MipSDK-Protection-Dotnet-Quickstart,Microsoft Azure,https://github.com/Azure-Samples/MipSDK-Protection-Dotnet-Quickstart,2,3,16,5,C#,37,15.744,07/11/2019,28/06/2024,35,4,7,21,4,9,12,0,1,22,2,9,11,1,9,10,8,"10,00%","88,89%",FALSE
MLOpsManufacturing,Microsoft Azure,https://github.com/Azure-Samples/MLOpsManufacturing,20,8,15,14,Python,15.693,84.398,06/10/2020,05/10/2023,65,2,11,29,3,10,13,0,10,14,2,6,8,1,6,7,6,"14,29%","100,00%",FALSE
monitor-dotnet-activitylog-alerts-on-security-breach-or-risk,Microsoft Azure,https://github.com/Azure-Samples/monitor-dotnet-activitylog-alerts-on-security-breach-or-risk,1,2,11,5,C#,27.578,10.100,10/08/2019,17/01/2024,9,4,5,7,5,0,9,0,7,2,2,10,12,2,10,12,1,"16,67%","10,00%",FALSE
monitor-dotnet-autoscale-based-on-performance,Microsoft Azure,https://github.com/Azure-Samples/monitor-dotnet-autoscale-based-on-performance,0,1,11,5,C#,27.576,10.518,10/08/2019,17/01/2024,9,4,5,7,5,0,9,0,7,2,2,10,12,2,10,12,1,"16,67%","10,00%",FALSE
monitor-dotnet-metric-alerts-on-critical-performance,Microsoft Azure,https://github.com/Azure-Samples/monitor-dotnet-metric-alerts-on-critical-performance,1,1,11,5,C#,27.576,10.195,10/08/2019,17/01/2024,10,4,5,7,5,0,9,0,7,2,2,10,12,2,10,12,1,"16,67%","10,00%",FALSE
ms-identity-android-java,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-android-java,29,27,28,18,Java,340,83.173,01/07/2019,08/07/2024,107,5,0,7,5,1,18,0,1,11,16,66,82,4,52,56,47,"7,14%","90,38%",FALSE
ms-identity-android-kotlin,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-android-kotlin,38,39,34,8,Kotlin,303,71.351,17/09/2019,08/07/2024,31,4,9,21,4,11,2,0,1,11,7,21,28,5,13,18,12,"27,78%","92,31%",FALSE
ms-identity-aspnet-daemon-webapp,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-aspnet-daemon-webapp,126,50,47,20,C#,1.111,65.811,03/07/2019,09/05/2024,167,4,10,6,5,1,16,0,3,10,5,87,92,2,71,73,66,"2,74%","92,96%",FALSE
ms-identity-ciam-browser-delegated-android-sample,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-ciam-browser-delegated-android-sample,0,1,10,5,Kotlin,201,13.450,11/12/2023,19/04/2024,19,0,4,8,0,8,8,0,4,0,1,9,10,1,8,9,8,"11,11%","100,00%",FALSE
ms-identity-ciam-native-auth-android-sample,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-ciam-native-auth-android-sample,2,0,10,8,Kotlin,748,82.693,09/10/2023,09/08/2024,63,0,10,0,0,10,10,0,0,10,0,28,28,0,27,27,23,"0,00%","85,19%",FALSE
ms-identity-docs-code-dotnet,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-docs-code-dotnet,21,24,17,11,C#,2.971,79.973,03/11/2021,16/07/2024,82,2,8,13,2,9,16,0,1,3,7,88,95,4,87,91,64,"4,40%","73,56%",FALSE
ms-identity-docs-code-java,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-docs-code-java,3,10,15,7,Java,1.360,58.836,16/11/2021,08/04/2024,28,2,4,23,2,9,3,0,4,11,1,20,21,1,20,21,18,"4,76%","90,00%",FALSE
ms-identity-docs-code-javascript,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-docs-code-javascript,24,19,15,10,JavaScript,3.222,59.474,03/11/2021,22/05/2024,97,2,6,19,2,9,16,0,2,28,25,110,135,22,110,132,89,"16,67%","80,91%",FALSE
ms-identity-docs-code-python,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-docs-code-python,17,22,15,11,Python,357,38.490,10/11/2021,16/07/2024,38,2,8,6,2,9,9,0,1,3,14,28,42,11,28,39,27,"28,21%","96,43%",FALSE
ms-identity-dotnetcore-daemon-graph-cae,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-dotnetcore-daemon-graph-cae,3,3,29,5,C#,347,34.369,15/11/2021,05/10/2023,24,1,10,20,2,9,4,0,10,14,0,1,1,0,1,1,1,"0,00%","100,00%",FALSE
ms-identity-node,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-node,54,28,32,11,JavaScript,126,34.459,16/10/2020,23/05/2024,57,3,7,7,3,10,3,0,2,27,4,15,19,0,14,14,13,"0,00%","92,86%",FALSE
ms-identity-python-webapp-django,Microsoft Azure,https://github.com/Azure-Samples/ms-identity-python-webapp-django,15,5,28,5,Python,61,9.424,12/01/2024,17/05/2024,28,0,4,5,0,7,7,0,3,2,0,2,2,0,2,2,2,"0,00%","100,00%",FALSE
msal-managed-identity,Microsoft Azure,https://github.com/Azure-Samples/msal-managed-identity,4,4,12,10,C#,1.150,22.025,11/05/2023,06/08/2024,78,1,2,26,1,3,8,0,0,13,0,21,21,0,21,21,19,"0,00%","90,48%",FALSE
msdocs-app-service-sqldb-dotnetcore,Microsoft Azure,https://github.com/Azure-Samples/msdocs-app-service-sqldb-dotnetcore,25,1.808,17,5,C#,1.567,40.236,07/01/2022,01/07/2024,32,2,5,24,2,7,12,0,1,18,1,78,79,1,76,77,3,"1,30%","3,95%",FALSE
msdocs-fastapi-postgres-codespace,Microsoft Azure,https://github.com/Azure-Samples/msdocs-fastapi-postgres-codespace,7,26,14,5,Python,20,2.440,16/05/2023,10/06/2024,19,1,0,25,1,3,3,0,2,9,0,3,3,0,3,3,3,"0,00%","100,00%",FALSE
msdocs-python-django-azure-container-apps,Microsoft Azure,https://github.com/Azure-Samples/msdocs-python-django-azure-container-apps,13,72,16,8,Python,121,32.507,10/10/2022,12/12/2023,33,1,2,2,1,10,9,0,8,7,0,14,14,0,12,12,11,"0,00%","91,67%",FALSE
msdocs-python-django-webapp-quickstart,Microsoft Azure,https://github.com/Azure-Samples/msdocs-python-django-webapp-quickstart,31,246,14,11,Python,694,10.146,23/12/2021,08/01/2024,48,2,0,16,2,7,27,0,7,11,1,26,27,1,23,24,8,"4,17%","34,78%",FALSE
msk-config-providers,Amazon AWS,https://github.com/aws-samples/msk-config-providers,11,5,4,6,Java,61,49.943,11/11/2022,29/04/2024,28,1,5,18,1,9,8,0,3,21,7,18,25,1,8,9,7,"11,11%","87,50%",FALSE
network-dotnet-create-simple-internet-facing-load-balancer,Microsoft Azure,https://github.com/Azure-Samples/network-dotnet-create-simple-internet-facing-load-balancer,3,1,22,10,C#,28.215,42.721,22/08/2017,17/01/2024,33,6,4,26,6,11,28,0,7,2,2,10,12,2,10,12,1,"16,67%","10,00%",FALSE
network-dotnet-manage-internal-load-balancers,Microsoft Azure,https://github.com/Azure-Samples/network-dotnet-manage-internal-load-balancers,2,7,26,13,C#,28.258,36.855,06/07/2016,17/01/2024,55,7,6,11,8,1,13,0,7,2,2,20,22,2,20,22,9,"9,09%","45,00%",FALSE
network-dotnet-manage-internet-facing-load-balancers,Microsoft Azure,https://github.com/Azure-Samples/network-dotnet-manage-internet-facing-load-balancers,0,4,23,9,C#,28.218,44.188,05/10/2016,18/01/2024,38,7,3,13,7,10,14,0,7,1,2,14,16,2,14,16,4,"12,50%","28,57%",FALSE
network-dotnet-manage-ip-address,Microsoft Azure,https://github.com/Azure-Samples/network-dotnet-manage-ip-address,2,7,22,9,C#,28.213,18.337,05/10/2016,18/01/2024,39,7,3,13,7,10,14,0,7,1,2,14,16,2,14,16,4,"12,50%","28,57%",FALSE
network-dotnet-manage-network-interface,Microsoft Azure,https://github.com/Azure-Samples/network-dotnet-manage-network-interface,3,8,23,9,C#,28.212,17.104,05/10/2016,18/01/2024,37,7,3,13,7,10,14,0,7,1,2,15,17,2,15,17,4,"11,76%","26,67%",FALSE
network-dotnet-manage-network-peering,Microsoft Azure,https://github.com/Azure-Samples/network-dotnet-manage-network-peering,3,4,22,8,C#,28.151,14.479,05/10/2017,11/06/2024,20,6,8,6,6,10,14,0,2,8,8,3,11,7,3,10,1,"70,00%","33,33%",FALSE
network-dotnet-manage-network-security-group,Microsoft Azure,https://github.com/Azure-Samples/network-dotnet-manage-network-security-group,3,8,24,9,C#,28.230,22.607,05/10/2016,11/06/2024,36,7,8,6,7,10,14,0,2,8,9,7,16,8,7,15,4,"53,33%","57,14%",FALSE
network-dotnet-manage-virtual-network,Microsoft Azure,https://github.com/Azure-Samples/network-dotnet-manage-virtual-network,1,6,22,9,C#,28.234,20.703,05/10/2016,11/06/2024,37,7,8,6,7,10,14,0,2,8,9,7,16,8,7,15,4,"53,33%","57,14%",FALSE
network-dotnet-manage-virtual-network-async,Microsoft Azure,https://github.com/Azure-Samples/network-dotnet-manage-virtual-network-async,3,3,22,10,C#,28.225,18.515,11/04/2017,11/06/2024,33,7,2,0,7,4,8,0,2,8,8,3,11,8,3,11,1,"72,73%","33,33%",FALSE
network-dotnet-manage-virtual-network-to-virtual-network-vpn-connection,Microsoft Azure,https://github.com/Azure-Samples/network-dotnet-manage-virtual-network-to-virtual-network-vpn-connection,3,4,22,8,C#,28.171,24.795,05/10/2017,11/06/2024,28,6,8,6,6,10,14,0,2,8,7,3,10,7,3,10,1,"70,00%","33,33%",FALSE
network-dotnet-manage-virtual-network-with-site-to-site-vpn-connection,Microsoft Azure,https://github.com/Azure-Samples/network-dotnet-manage-virtual-network-with-site-to-site-vpn-connection,0,4,22,8,C#,28.157,12.050,05/10/2017,11/06/2024,24,6,8,6,6,10,14,0,2,8,8,2,10,8,2,10,1,"80,00%","50,00%",FALSE
nft-access-control-lambda-authorizer,Amazon AWS,https://github.com/aws-samples/nft-access-control-lambda-authorizer,6,3,2,5,JavaScript,4.701,45.622,03/12/2021,09/07/2024,86,2,7,6,2,8,16,0,1,10,28,18,46,27,16,43,11,"62,79%","68,75%",FALSE
observability-with-amazon-opensearch,Amazon AWS,https://github.com/aws-samples/observability-with-amazon-opensearch,81,35,9,10,Python,85.075,82.952,28/03/2023,29/05/2024,452,1,2,1,1,4,22,0,2,21,1,80,81,0,73,73,69,"0,00%","94,52%",FALSE
open-liberty-on-aks,Microsoft Azure,https://github.com/Azure-Samples/open-liberty-on-aks,5,19,16,10,Java,105,24.914,31/12/2020,25/03/2024,101,3,2,23,3,7,19,0,4,25,1,46,47,1,45,46,36,"2,17%","80,00%",FALSE
Orleans-Cluster-on-Azure-App-Service,Microsoft Azure,https://github.com/Azure-Samples/Orleans-Cluster-on-Azure-App-Service,63,49,266,6,C#,1.781,54.660,31/03/2022,08/07/2024,42,2,3,7,2,4,19,0,1,11,1,8,9,1,5,6,4,"16,67%","80,00%",FALSE
pgp-decryption-for-transfer-family,Amazon AWS,https://github.com/aws-samples/pgp-decryption-for-transfer-family,7,11,4,5,Python,3.111,8.722,02/08/2022,12/10/2023,251,1,2,10,2,0,17,0,10,7,0,5,5,0,3,3,3,"0,00%","100,00%",FALSE
podcast-synopsis-generation-openai,Microsoft Azure,https://github.com/Azure-Samples/podcast-synopsis-generation-openai,14,9,12,6,JavaScript,27.903,63.769,05/05/2023,15/05/2024,26,1,0,10,1,3,14,0,3,4,0,6,6,0,6,6,6,"0,00%","100,00%",FALSE
pubsub-dapr-aks-java,Microsoft Azure,https://github.com/Azure-Samples/pubsub-dapr-aks-java,2,6,12,7,Java,662,92.910,02/06/2023,01/02/2024,22,0,7,30,1,2,17,0,6,18,1,7,8,1,5,6,5,"16,67%","100,00%",FALSE
pyflink-getting-started,Amazon AWS,https://github.com/aws-samples/pyflink-getting-started,50,23,8,5,Python,3.246,39.176,21/10/2021,05/12/2023,38,2,1,14,2,9,29,0,8,14,2,25,27,0,12,12,10,"0,00%","83,33%",FALSE
python-data-science-template,Amazon AWS,https://github.com/aws-samples/python-data-science-template,32,4,8,5,Jupyter Notebook,11.775,31.733,17/08/2021,09/04/2024,73,2,7,23,3,0,2,0,4,10,0,10,10,0,10,10,10,"0,00%","100,00%",FALSE
qnabot-on-aws-plugin-samples,Amazon AWS,https://github.com/aws-samples/qnabot-on-aws-plugin-samples,25,13,6,10,Python,43.760,64.504,28/09/2023,10/07/2024,210,0,9,12,0,10,22,0,1,9,3,28,31,0,22,22,21,"0,00%","95,45%",FALSE
quarkus-azure,Microsoft Azure,https://github.com/Azure-Samples/quarkus-azure,2,10,14,6,Java,1.309,39.386,04/10/2022,17/07/2024,32,1,9,13,1,10,15,0,1,2,3,12,15,1,11,12,11,"8,33%","100,00%",FALSE
quote-of-the-day-dotnet,Microsoft Azure,https://github.com/Azure-Samples/quote-of-the-day-dotnet,0,3,9,6,C#,1.039,71.504,09/05/2024,01/08/2024,23,0,2,23,0,3,10,0,0,18,1,6,7,0,5,5,5,"0,00%","100,00%",FALSE
reactive-refarch-cloudformation,Amazon AWS,https://github.com/aws-samples/reactive-refarch-cloudformation,132,52,14,6,Java,1.719,62.560,19/12/2018,07/05/2024,130,5,4,18,5,8,0,0,3,12,0,24,24,0,22,22,19,"0,00%","86,36%",FALSE
rekognition-video-people-blurring-cdk,Amazon AWS,https://github.com/aws-samples/rekognition-video-people-blurring-cdk,18,18,11,5,Python,37.980,23.098,22/08/2021,16/11/2023,29,2,2,25,2,11,28,0,9,3,6,11,17,4,10,14,10,"28,57%","100,00%",FALSE
resources-dotnet-deploy-using-arm-template-with-progress,Microsoft Azure,https://github.com/Azure-Samples/resources-dotnet-deploy-using-arm-template-with-progress,3,5,24,9,C#,28.229,6.380,06/10/2016,11/01/2024,39,7,3,5,7,10,13,0,7,8,8,6,14,8,6,14,3,"57,14%","50,00%",FALSE
saga-orchestration-netcore-blog,Amazon AWS,https://github.com/aws-samples/saga-orchestration-netcore-blog,15,11,10,5,C#,928,41.622,06/07/2021,19/10/2023,16,2,3,13,3,1,13,0,10,0,4,4,8,4,4,8,3,"50,00%","75,00%",FALSE
sagemaker-studio-apps-lifecycle-config-examples,Amazon AWS,https://github.com/aws-samples/sagemaker-studio-apps-lifecycle-config-examples,21,6,3,5,Python,50,28.375,14/11/2023,30/04/2024,19,0,5,16,0,9,5,0,3,20,2,13,15,1,6,7,6,"14,29%","100,00%",FALSE
sam-accelerate-nested-stacks-demo,Amazon AWS,https://github.com/aws-samples/sam-accelerate-nested-stacks-demo,46,9,12,5,Python,121,12.378,16/08/2022,19/03/2024,11,1,7,3,2,0,3,0,5,0,0,4,4,0,4,4,3,"0,00%","75,00%",FALSE
sample-python-helper-aws-appconfig,Amazon AWS,https://github.com/aws-samples/sample-python-helper-aws-appconfig,31,9,5,5,Python,106,23.871,14/08/2020,18/06/2024,64,3,10,4,4,0,5,0,2,1,1,15,16,0,8,8,7,"0,00%","87,50%",FALSE
sc-contract-car-rental,Spring Boot,https://github.com/spring-cloud-samples/sc-contract-car-rental,3,7,6,6,Java,314,25.375,26/10/2018,10/07/2024,136,5,8,14,5,9,24,0,1,9,4,61,65,4,61,65,23,"6,15%","37,70%",FALSE
search-dotnet-getting-started,Microsoft Azure,https://github.com/Azure-Samples/search-dotnet-getting-started,107,160,29,12,C#,1.796,65.187,22/05/2017,24/04/2024,156,6,11,2,7,2,28,0,3,26,2,67,69,2,57,59,51,"3,39%","89,47%",FALSE
secure-pipelines-in-aws-workshop,Amazon AWS,https://github.com/aws-samples/secure-pipelines-in-aws-workshop,37,58,14,5,Python,7.115,79.097,22/11/2019,27/10/2023,47,3,11,5,4,8,28,0,9,23,14,3,17,6,3,9,1,"66,67%","33,33%",FALSE
secure-tunneling-azure-relay,Microsoft Azure,https://github.com/Azure-Samples/secure-tunneling-azure-relay,1,0,14,6,C#,24.274,32.495,07/01/2023,18/10/2023,25,0,9,11,1,7,12,0,10,1,3,11,14,3,11,14,9,"21,43%","81,82%",FALSE
serverless-httpdns,Amazon AWS,https://github.com/aws-samples/serverless-httpdns,8,1,2,5,Python,275,7.698,10/05/2023,16/03/2024,20,0,10,6,1,3,9,0,5,3,1,3,4,1,3,4,3,"25,00%","100,00%",FALSE
serverless-java-frameworks-samples,Amazon AWS,https://github.com/aws-samples/serverless-java-frameworks-samples,148,35,16,10,Java,4.127,68.732,23/02/2022,10/01/2024,40,1,10,18,2,5,27,0,7,9,6,22,28,1,17,18,17,"5,56%","100,00%",FALSE
serverless-store-finder,Amazon AWS,https://github.com/aws-samples/serverless-store-finder,5,2,2,5,Python,14.276,36.803,13/04/2023,21/06/2024,98,1,2,8,1,4,6,0,1,29,0,28,28,0,15,15,15,"0,00%","100,00%",FALSE
simple-websockets-chat-app,Amazon AWS,https://github.com/aws-samples/simple-websockets-chat-app,680,281,27,15,JavaScript,63,3.307,17/12/2018,22/02/2024,71,5,2,5,5,8,2,0,5,28,1,57,58,1,21,22,14,"4,55%","66,67%",FALSE
sleuth-documentation-apps,Spring Boot,https://github.com/spring-cloud-samples/sleuth-documentation-apps,30,62,12,7,Java,616,41.104,05/08/2020,24/08/2023,324,3,0,19,4,0,14,0,11,26,4,122,126,4,122,126,80,"3,17%","65,57%",FALSE
sleuth-issues,Spring Boot,https://github.com/spring-cloud-samples/sleuth-issues,2,5,6,8,Java,643,63.827,29/04/2021,08/08/2024,241,3,3,10,3,3,21,0,0,11,6,164,170,5,164,169,122,"2,96%","74,39%",FALSE
spark-on-aws-lambda,Amazon AWS,https://github.com/aws-samples/spark-on-aws-lambda,87,35,8,13,Python,518.127,62.884,20/03/2023,02/08/2024,152,1,4,13,1,4,30,0,0,17,2,56,58,1,25,26,24,"3,85%","96,00%",FALSE
spring-chatgpt-sample,Spring Boot,https://github.com/Azure-Samples/spring-chatgpt-sample,24,16,19,7,Java,2.559,48.330,15/05/2023,15/04/2024,29,0,11,0,1,3,4,0,4,4,0,11,11,0,9,9,9,"0,00%","100,00%",FALSE
streamlit-application-deployment-on-aws,Amazon AWS,https://github.com/aws-samples/streamlit-application-deployment-on-aws,76,31,7,5,Python,4.182,43.993,10/04/2021,18/04/2024,67,3,0,8,3,4,9,0,4,1,0,23,23,0,22,22,19,"0,00%","86,36%",FALSE
support-insights-with-amazon-q,Amazon AWS,https://github.com/aws-samples/support-insights-with-amazon-q,3,0,3,5,Python,346,38.264,26/01/2024,06/08/2024,60,0,6,11,0,6,24,0,0,13,1,3,4,1,3,4,3,"25,00%","100,00%",FALSE
the-legacy-app,Spring Boot,https://github.com/spring-cloud-samples/the-legacy-app,0,3,6,5,Java,314,24.637,01/12/2017,10/07/2024,75,6,7,9,6,8,18,0,1,9,0,24,24,0,24,24,20,"0,00%","83,33%",FALSE
traffic-manager-dotnet-manage-profiles,Microsoft Azure,https://github.com/Azure-Samples/traffic-manager-dotnet-manage-profiles,1,3,23,9,C#,28.207,46.650,20/12/2016,17/01/2024,32,7,0,28,7,7,30,0,7,2,2,13,15,2,13,15,2,"13,33%","15,38%",FALSE
tut-rest,Spring Boot,https://github.com/spring-guides/tut-rest,519,415,41,22,Java,466,32.110,29/09/2014,07/06/2024,113,9,8,9,9,10,21,0,2,12,3,126,129,0,51,51,28,"0,00%","54,90%",FALSE
tut-spring-boot-kotlin,Spring Boot,https://github.com/spring-guides/tut-spring-boot-kotlin,895,289,45,19,Kotlin,812,11.488,11/05/2018,15/02/2024,105,5,9,4,6,3,8,0,6,4,0,65,65,0,34,34,25,"0,00%","73,53%",FALSE
vercel-nextjs-app-azure-db-mysql,Microsoft Azure,https://github.com/Azure-Samples/vercel-nextjs-app-azure-db-mysql,18,10,14,5,JavaScript,280,5.635,01/02/2023,11/10/2023,33,0,8,10,1,6,18,0,10,8,1,2,3,1,2,3,2,"33,33%","100,00%",FALSE
voice-enabled-patient-diary,Amazon AWS,https://github.com/aws-samples/voice-enabled-patient-diary,14,6,13,8,Python,2.906,82.784,09/11/2020,29/06/2024,57,3,7,20,3,9,10,0,1,21,2,24,26,0,23,23,20,"0,00%","86,96%",FALSE
workshop-migrate-jboss-on-app-service,Microsoft Azure,https://github.com/Azure-Samples/workshop-migrate-jboss-on-app-service,12,87,15,9,Java,33.232,70.313,01/11/2021,11/09/2023,294,1,10,10,2,9,18,0,11,8,4,126,130,0,83,83,71,"0,00%","85,54%",FALSE