full_name,name,owner,html_url,description,language,created_at,updated_at,pushed_at,size,stargazers_count,watchers_count,forks_count,open_issues_count,subscribers_count,network_count,archived,total_lines,langs_percentage,issues_count,closed_issues_count,closed_pulls_count,open_pulls_count,total_pulls_count,merged_pulls_count,commits_count,first_commit_date,last_commit_date,branches_count,topics,contributors_count,timestamp
spring-guides/gs-actuator-service,gs-actuator-service,spring-guides,https://github.com/spring-guides/gs-actuator-service,Building a RESTful Web Service with Spring Boot Actuator  :: Learn how to create a RESTful Web service with Spring Boot Actuator.,Java,2013-05-09 07:35:30+00:00,2024-07-28 12:17:06+00:00,2024-06-19 13:48:00+00:00,1194,75,75,130,3,31,130,False,4577,"{'Java': '91.74%', 'Shell': '8.26%'}",35,32,25,0,25,21,238,2015-03-31 21:55:54+00:00,2024-06-19 13:47:32+00:00,3,[],20,20240809_144131
spring-guides/gs-managing-transactions,gs-managing-transactions,spring-guides,https://github.com/spring-guides/gs-managing-transactions,Managing Transactions :: Learn how to wrap key parts of code with transactions.,Java,2013-07-10 16:50:41+00:00,2024-07-02 23:22:09+00:00,2024-07-02 18:09:48+00:00,964,19,19,56,0,25,56,False,3892,{'Java': '100.00%'},19,19,15,0,15,10,198,2014-11-20 16:15:12+00:00,2024-07-02 18:08:10+00:00,2,[],11,20240809_144131
spring-guides/gs-integration,gs-integration,spring-guides,https://github.com/spring-guides/gs-integration,"Integrating Data :: Learn how to build an application that uses Spring Integration to fetch data, process it, and write it to a file.",Java,2013-06-25 20:09:44+00:00,2024-07-23 16:03:14+00:00,2024-07-23 15:51:02+00:00,945,12,12,43,0,25,43,False,2682,{'Java': '100.00%'},29,29,23,0,23,17,210,2014-09-02 15:57:53+00:00,2024-07-23 15:49:09+00:00,3,['spring-integration'],13,20240809_144132
spring-guides/gs-relational-data-access,gs-relational-data-access,spring-guides,https://github.com/spring-guides/gs-relational-data-access,Accessing Relational Data using JDBC with Spring :: Learn how to access relational data with Spring.,Java,2013-04-19 16:30:04+00:00,2024-07-25 14:27:22+00:00,2024-07-08 14:04:08+00:00,1211,80,80,145,4,26,145,False,2857,{'Java': '100.00%'},41,37,24,2,26,19,225,2015-03-15 18:34:37+00:00,2024-07-04 02:02:53+00:00,2,[],16,20240809_144131
spring-guides/gs-scheduling-tasks,gs-scheduling-tasks,spring-guides,https://github.com/spring-guides/gs-scheduling-tasks,Scheduling Tasks :: Learn how to schedule tasks with Spring.,Java,2013-04-17 16:58:47+00:00,2024-07-26 19:48:37+00:00,2024-06-28 12:00:53+00:00,1061,124,124,161,3,28,161,False,4009,{'Java': '100.00%'},35,32,23,1,24,15,255,2015-06-09 13:42:05+00:00,2024-06-28 12:00:53+00:00,5,[],12,20240809_144132
spring-guides/gs-accessing-data-jpa,gs-accessing-data-jpa,spring-guides,https://github.com/spring-guides/gs-accessing-data-jpa,Accessing Data with JPA :: Learn how to work with JPA data persistence using Spring Data JPA.,Java,2013-07-10 19:35:08+00:00,2024-08-02 12:05:46+00:00,2024-08-02 12:05:48+00:00,1198,229,229,347,0,38,347,False,4845,{'Java': '100.00%'},69,69,42,0,42,27,249,2016-05-06 14:48:05+00:00,2024-08-02 12:05:30+00:00,2,['spring-data-jpa'],22,20240809_144132
spring-guides/gs-validating-form-input,gs-validating-form-input,spring-guides,https://github.com/spring-guides/gs-validating-form-input,Validating Form Input :: Learn how to perform form validation with Spring.,Java,2013-05-03 19:43:54+00:00,2024-08-01 12:22:39+00:00,2024-08-01 12:22:41+00:00,1936,121,121,122,0,31,122,False,6282,"{'Java': '85.35%', 'HTML': '14.65%'}",42,42,27,0,27,13,233,2015-06-09 13:42:12+00:00,2024-08-01 12:22:13+00:00,2,[],15,20240809_144132
spring-guides/gs-accessing-data-neo4j,gs-accessing-data-neo4j,spring-guides,https://github.com/spring-guides/gs-accessing-data-neo4j,Accessing Data with Neo4j :: Learn how to persist objects and relationships in Neo4j's NoSQL data store.,Java,2013-05-02 17:00:12+00:00,2024-06-21 04:16:13+00:00,2024-06-20 16:08:21+00:00,1226,29,29,49,4,27,49,False,4954,"{'Java': '87.83%', 'Shell': '12.17%'}",49,45,30,0,30,24,249,2016-01-22 03:28:12+00:00,2024-06-20 16:08:04+00:00,2,[],19,20240809_144132
spring-guides/gs-accessing-data-mongodb,gs-accessing-data-mongodb,spring-guides,https://github.com/spring-guides/gs-accessing-data-mongodb,Accessing Data with MongoDB :: Learn how to persist data in MongoDB.,Java,2013-07-11 18:53:58+00:00,2024-08-02 18:44:03+00:00,2024-08-01 12:26:28+00:00,1147,136,136,161,1,35,161,False,5226,{'Java': '100.00%'},49,48,26,0,26,20,240,2016-02-26 13:28:58+00:00,2024-08-01 12:26:09+00:00,3,[],15,20240809_144132
spring-guides/gs-batch-processing,gs-batch-processing,spring-guides,https://github.com/spring-guides/gs-batch-processing,Creating a Batch Service :: Learn how to create a basic batch-driven solution.,Java,2013-05-15 18:33:30+00:00,2024-08-02 01:13:25+00:00,2024-07-02 18:19:14+00:00,1235,234,234,417,0,35,417,False,7041,{'Java': '100.00%'},69,69,51,0,51,39,271,2017-01-30 17:36:35+00:00,2024-07-02 18:18:18+00:00,3,['spring-batch'],22,20240809_144132
spring-guides/gs-messaging-redis,gs-messaging-redis,spring-guides,https://github.com/spring-guides/gs-messaging-redis,Messaging with Redis :: Learn how to use Redis as a message broker.,Java,2013-05-01 15:24:22+00:00,2024-07-05 22:10:52+00:00,2024-06-27 10:35:50+00:00,1194,81,81,82,0,26,82,False,3245,"{'Java': '88.35%', 'Shell': '11.65%'}",32,32,20,0,20,14,224,2015-01-14 18:34:00+00:00,2024-06-27 10:35:50+00:00,2,[],12,20240809_144132
spring-guides/gs-serving-web-content,gs-serving-web-content,spring-guides,https://github.com/spring-guides/gs-serving-web-content,Serving Web Content with Spring MVC :: Learn how to create a web page with Spring MVC and Thymeleaf.,Java,2013-07-16 17:28:43+00:00,2024-08-08 09:05:46+00:00,2024-08-01 11:56:47+00:00,1211,276,276,666,1,43,666,False,3772,"{'Java': '86.27%', 'HTML': '13.73%'}",59,58,36,1,37,17,209,2015-06-15 18:04:40+00:00,2024-08-01 11:55:45+00:00,2,[],17,20240809_144132
spring-guides/gs-messaging-jms,gs-messaging-jms,spring-guides,https://github.com/spring-guides/gs-messaging-jms,Messaging with JMS :: Learn how to publish and subscribe to messages using a JMS broker.,Java,2013-05-13 17:14:02+00:00,2024-08-02 12:08:07+00:00,2024-08-02 12:08:04+00:00,780,90,90,141,0,29,141,False,3257,{'Java': '100.00%'},48,48,28,0,28,19,240,2015-12-18 15:40:21+00:00,2024-08-02 12:07:58+00:00,2,[],21,20240809_144132
spring-guides/gs-messaging-rabbitmq,gs-messaging-rabbitmq,spring-guides,https://github.com/spring-guides/gs-messaging-rabbitmq,Messaging with RabbitMQ :: Learn how to create a simple publish-and-subscribe application with Spring and RabbitMQ.,Java,2013-05-01 20:36:40+00:00,2024-08-09 13:16:38+00:00,2024-08-01 00:28:57+00:00,1016,182,182,222,4,33,222,False,5343,"{'Java': '92.93%', 'Shell': '7.07%'}",49,45,28,1,29,21,228,2015-11-16 17:10:46+00:00,2024-06-18 11:42:21+00:00,3,[],17,20240809_144132
spring-guides/gs-uploading-files,gs-uploading-files,spring-guides,https://github.com/spring-guides/gs-uploading-files,Uploading Files :: Learn how to build a Spring application that accepts multi-part file uploads.,Java,2013-04-23 21:11:14+00:00,2024-08-01 12:04:20+00:00,2024-08-01 12:04:23+00:00,1081,466,466,502,1,36,502,False,20551,"{'Java': '97.49%', 'HTML': '2.51%'}",95,94,43,1,44,23,256,2016-07-02 09:10:41+00:00,2024-08-01 12:04:08+00:00,2,[],23,20240809_144132
spring-guides/gs-consuming-rest,gs-consuming-rest,spring-guides,https://github.com/spring-guides/gs-consuming-rest,Consuming a RESTful Web Service :: Learn how to retrieve web page data with Spring's RestTemplate.,Java,2013-04-18 00:18:20+00:00,2024-07-18 18:45:22+00:00,2024-06-17 17:57:50+00:00,1192,193,193,287,2,30,287,False,3635,"{'Java': '89.60%', 'Shell': '10.40%'}",61,59,35,0,35,27,248,2016-01-22 03:28:37+00:00,2024-06-17 17:57:18+00:00,1,[],21,20240809_144132
spring-guides/gs-authenticating-ldap,gs-authenticating-ldap,spring-guides,https://github.com/spring-guides/gs-authenticating-ldap,Authenticating a User with LDAP :: Learn how to secure an application with LDAP.,Java,2013-04-24 15:42:14+00:00,2024-08-08 12:49:03+00:00,2024-08-02 11:56:46+00:00,1216,94,94,153,3,30,153,False,4930,{'Java': '100.00%'},55,52,28,0,28,19,246,2015-08-25 20:10:00+00:00,2024-08-02 11:56:22+00:00,2,[],18,20240809_144132
spring-guides/gs-securing-web,gs-securing-web,spring-guides,https://github.com/spring-guides/gs-securing-web,Securing a Web Application :: Learn how to protect your web application with Spring Security.,Java,2013-05-19 09:34:23+00:00,2024-08-07 23:14:00+00:00,2024-08-01 12:30:09+00:00,1487,354,354,437,1,39,437,False,7902,"{'Java': '73.82%', 'HTML': '26.18%'}",82,81,47,0,47,29,270,2015-11-23 19:27:55+00:00,2024-08-01 12:29:53+00:00,3,['spring-security'],28,20240809_144132
spring-guides/gs-rest-hateoas,gs-rest-hateoas,spring-guides,https://github.com/spring-guides/gs-rest-hateoas,Building a Hypermedia-Driven RESTful Web Service :: Learn how to create a hypermedia-driven RESTful Web service with Spring.,Java,2013-05-24 15:46:59+00:00,2024-08-01 12:08:15+00:00,2024-08-01 12:08:19+00:00,911,73,73,91,0,26,91,False,5694,{'Java': '100.00%'},37,37,29,0,29,14,235,2015-06-15 18:04:07+00:00,2024-08-01 12:07:58+00:00,2,[],17,20240809_144132
spring-guides/gs-rest-service,gs-rest-service,spring-guides,https://github.com/spring-guides/gs-rest-service,Building a RESTful Web Service :: Learn how to create a RESTful web service with Spring.,Java,2013-04-12 14:54:36+00:00,2024-08-05 16:05:57+00:00,2024-06-17 09:21:34+00:00,1628,1372,1372,2539,3,105,2539,False,4144,"{'Java': '85.42%', 'Shell': '14.58%'}",157,154,93,1,94,30,386,2016-05-31 13:02:04+00:00,2024-06-10 17:34:22+00:00,9,['spring-boot'],25,20240809_144135
spring-guides/gs-sts,gs-sts,spring-guides,https://github.com/spring-guides/gs-sts,Working a Getting Started guide with STS :: Learn how to import a Getting Started guide with Spring Tool Suite (STS).,Shell,2013-08-28 20:04:54+00:00,2024-06-29 00:20:52+00:00,2024-03-23 06:54:08+00:00,393,34,34,40,4,27,40,False,48,{'Shell': '100.00%'},11,7,7,4,11,6,78,2013-08-28 21:38:59+00:00,2021-06-01 20:50:47+00:00,1,[],6,20240809_144141
spring-guides/getting-started-macros,getting-started-macros,spring-guides,https://github.com/spring-guides/getting-started-macros,Collection of macros used to support getting started guides,,2013-11-05 16:16:55+00:00,2024-08-09 12:01:38+00:00,2024-08-09 12:01:34+00:00,102,15,15,26,4,23,26,False,0,{},17,13,13,1,14,10,139,2014-02-13 18:39:04+00:00,2024-08-09 12:01:34+00:00,1,[],12,20240809_144141
spring-guides/quoters,quoters,spring-guides,https://github.com/spring-guides/quoters,Spring Boot quotation service to support REST-based guides,Java,2014-08-19 22:10:28+00:00,2024-08-08 14:39:19+00:00,2022-11-17 19:20:27+00:00,123,29,29,68,3,21,68,False,9870,"{'Java': '97.41%', 'Shell': '2.59%'}",6,3,3,1,4,3,13,2014-08-19 22:10:06+00:00,2022-11-17 19:19:17+00:00,1,[],1,20240809_144141
spring-guides/gs-handling-form-submission,gs-handling-form-submission,spring-guides,https://github.com/spring-guides/gs-handling-form-submission,Handling Form Submission :: Learn how to create and submit a web form with Spring.,Java,2013-07-18 01:47:09+00:00,2024-07-08 17:30:19+00:00,2024-07-08 14:14:35+00:00,1340,45,45,86,1,21,86,False,4832,"{'Java': '80.13%', 'HTML': '19.87%'}",31,30,21,0,21,13,191,2015-03-17 18:13:59+00:00,2024-07-05 01:05:42+00:00,2,[],13,20240809_144141
spring-guides/gs-async-method,gs-async-method,spring-guides,https://github.com/spring-guides/gs-async-method,Creating Asynchronous Methods :: Learn how to create asynchronous service methods.,Java,2013-07-17 19:02:04+00:00,2024-07-21 18:07:48+00:00,2024-06-18 19:32:11+00:00,1094,86,86,92,2,23,92,False,4751,"{'Java': '92.04%', 'Shell': '7.96%'}",30,28,20,0,20,17,202,2015-03-31 21:55:55+00:00,2024-06-18 19:31:40+00:00,2,[],15,20240809_144140
spring-guides/gs-rest-service-cors,gs-rest-service-cors,spring-guides,https://github.com/spring-guides/gs-rest-service-cors,Enabling Cross Origin Requests for a RESTful Web Service :: Learn how to create a RESTful web service with Spring that support Cross-Origin Resource Sharing (CORS).,Java,2013-11-22 21:24:51+00:00,2024-08-07 11:05:57+00:00,2024-08-07 11:05:54+00:00,1292,110,110,123,1,25,123,False,5268,"{'Java': '87.53%', 'HTML': '7.40%', 'JavaScript': '5.07%'}",39,38,21,0,21,17,169,2015-07-21 12:23:23+00:00,2024-08-07 11:05:41+00:00,3,[],16,20240809_144141
spring-guides/gs-accessing-gemfire-data-rest,gs-accessing-gemfire-data-rest,spring-guides,https://github.com/spring-guides/gs-accessing-gemfire-data-rest,"Accessing Data in Pivotal GemFire with REST :: Learn how to work with RESTful, hypermedia-based data persistence using Spring Data REST.",Java,2014-03-05 18:52:58+00:00,2023-07-17 03:31:22+00:00,2022-06-21 18:22:51+00:00,429,6,6,15,2,24,15,False,7518,"{'Java': '94.97%', 'Shell': '5.03%'}",8,6,5,2,7,4,135,2015-05-26 15:54:31+00:00,2022-06-21 18:22:35+00:00,1,[],3,20240809_144141
spring-guides/topical-guides,topical-guides,spring-guides,https://github.com/spring-guides/topical-guides,Spring Topical Guides:: The template for new topical guides on spring.io and also the place to request them,,2015-02-13 19:41:00+00:00,2021-11-09 11:51:29+00:00,2020-10-14 16:36:44+00:00,6,2,2,4,2,26,4,False,0,{},4,2,1,2,3,0,7,2015-02-16 01:03:46+00:00,2017-09-15 16:08:25+00:00,1,[],1,20240809_144142
spring-guides/gs-consuming-web-service,gs-consuming-web-service,spring-guides,https://github.com/spring-guides/gs-consuming-web-service,Consuming a SOAP web service :: Learn how to create a client that consumes a WSDL-based service,Java,2014-02-17 15:12:53+00:00,2024-08-07 07:08:27+00:00,2024-06-17 15:27:07+00:00,913,134,134,166,4,28,166,False,4060,"{'Java': '79.36%', 'Shell': '17.36%', 'Dockerfile': '3.28%'}",65,61,16,0,16,12,151,2015-06-12 18:03:54+00:00,2024-06-17 15:26:31+00:00,2,[],9,20240809_144141
spring-guides/gs-accessing-neo4j-data-rest,gs-accessing-neo4j-data-rest,spring-guides,https://github.com/spring-guides/gs-accessing-neo4j-data-rest,"Accessing Neo4j Data with REST :: Learn how to work with RESTful, hypermedia-based data persistence using Spring Data REST.",Java,2014-02-27 17:35:55+00:00,2024-07-31 11:31:57+00:00,2024-07-31 11:21:31+00:00,1118,11,11,29,1,22,29,False,7527,"{'Java': '96.27%', 'Shell': '3.73%'}",31,30,22,0,22,13,162,2016-07-28 11:52:25+00:00,2024-07-31 11:20:58+00:00,4,[],11,20240809_144142
spring-guides/gs-accessing-mongodb-data-rest,gs-accessing-mongodb-data-rest,spring-guides,https://github.com/spring-guides/gs-accessing-mongodb-data-rest,"Accessing MongoDB Data with REST :: Learn how to work with RESTful, hypermedia-based data persistence using Spring Data REST.",Java,2014-03-03 15:38:08+00:00,2024-07-24 12:21:02+00:00,2024-06-19 20:06:34+00:00,1055,69,69,97,2,28,97,False,7104,"{'Java': '94.68%', 'Shell': '5.32%'}",27,25,21,0,21,16,133,2015-02-27 04:39:19+00:00,2024-06-19 20:05:58+00:00,2,[],10,20240809_144141
spring-guides/gs-messaging-stomp-websocket,gs-messaging-stomp-websocket,spring-guides,https://github.com/spring-guides/gs-messaging-stomp-websocket,Using WebSocket to build an interactive web application :: Learn how to the send and receive messages between a browser and the server over a WebSocket,Java,2013-08-09 14:53:12+00:00,2024-08-07 05:14:11+00:00,2024-07-29 12:47:09+00:00,6396,528,528,470,1,52,470,False,10583,"{'Java': '60.60%', 'HTML': '19.96%', 'JavaScript': '14.32%', 'CSS': '5.12%'}",83,82,37,0,37,18,180,2015-09-20 20:41:48+00:00,2024-07-29 12:47:09+00:00,4,[],18,20240809_144141
spring-guides/gs-accessing-data-rest,gs-accessing-data-rest,spring-guides,https://github.com/spring-guides/gs-accessing-data-rest,"Accessing JPA Data with REST :: Learn how to work with RESTful, hypermedia-based data persistence using Spring Data REST.",Java,2014-02-26 21:22:16+00:00,2024-07-25 11:40:14+00:00,2024-07-25 11:40:11+00:00,1241,145,145,223,1,27,223,False,6843,{'Java': '100.00%'},42,41,26,0,26,17,153,2015-12-18 15:39:43+00:00,2024-07-25 11:40:11+00:00,3,[],13,20240809_144142
spring-guides/gs-producing-web-service,gs-producing-web-service,spring-guides,https://github.com/spring-guides/gs-producing-web-service,Producing a SOAP web service :: Learn how to create a SOAP-based web service with Spring.,Java,2014-05-07 14:55:14+00:00,2024-06-25 15:32:27+00:00,2024-06-25 15:21:56+00:00,1179,153,153,254,1,28,254,False,6995,{'Java': '100.00%'},48,47,26,0,26,14,171,2015-08-25 20:10:31+00:00,2024-06-25 15:21:56+00:00,2,[],14,20240809_144142
spring-guides/gs-caching,gs-caching,spring-guides,https://github.com/spring-guides/gs-caching,Caching Data with Spring :: Learn how to cache data in memory with Spring,Java,2014-06-02 15:10:07+00:00,2024-08-01 12:01:12+00:00,2024-08-01 12:03:17+00:00,1030,67,67,85,0,23,85,False,4788,{'Java': '100.00%'},31,31,28,0,28,18,148,2015-06-12 18:03:27+00:00,2024-08-01 12:00:47+00:00,2,[],9,20240809_144142
spring-guides/getting-started-guides,getting-started-guides,spring-guides,https://github.com/spring-guides/getting-started-guides,Getting Started Guide template :: The template for new guides and also the place to request them.,Java,2013-10-28 20:59:08+00:00,2024-07-19 15:42:09+00:00,2023-02-22 16:14:57+00:00,590,519,519,204,44,54,204,False,9712,"{'Java': '96.03%', 'Shell': '3.97%'}",159,115,35,5,40,4,118,2014-04-24 14:36:30+00:00,2021-06-04 18:49:27+00:00,3,['spring-boot'],7,20240809_144143
spring-guides/tut-rest,tut-rest,spring-guides,https://github.com/spring-guides/tut-rest,Building REST services with Spring :: Learn how to easily build RESTful services with Spring,Java,2014-10-22 18:04:36+00:00,2024-08-03 08:55:38+00:00,2024-06-07 12:21:36+00:00,466,519,519,415,3,41,415,False,32110,{'Java': '100.00%'},129,126,51,0,51,28,113,2014-09-29 04:47:36+00:00,2024-06-07 12:21:36+00:00,2,[],22,20240809_144144
